RM-V1,9.49735683562136,-30.4629311643785,3.37616244761561
RM-V2,14.5684498441695,-36.4071950049469,2.62528137243816
RM-Ip,21.7628966776859,-4.00726054338842,1.00420846694214
RM-Ia,20.1556265269709,2.11458097925311,-2.27389448962655
RM-A1,21.9564221754385,-9.62172771929824,4.30966663157894
RM-A2,21.5218351882352,-13.0929369588235,8.35661499117647
RM-TCs,24.4478736945071,-11.5708203190368,3.60420015048908
RM-TCc,23.5093089282442,-14.1867013129771,-1.30718166717557
RM-TCi,25.8155528007246,-11.6086132355072,-10.7016716956521
RM-TCpol,18.1233818821396,1.03585265095195,-13.7926046464188
RM-TCv,18.251581761194,-19.9149166353944,-7.8186973283582
RM-PHC,12.6369416487603,-16.1545226418732,-8.03355033608815
RM-S1,15.2722254455852,-11.4061372156057,17.8265094999999
RM-S2,20.1455102765957,-9.72301322340425,8.79078193351063
RM-PCi,17.4368162227432,-21.8378397350527,17.5185090832356
RM-PCip,10.9795959968304,-21.5546226545166,15.2837142995245
RM-PCs,10.7318610507246,-22.675680048913,21.6057466521739
RM-PCm,4.02586670873786,-25.9615850752427,16.505894276699
RM-M1,13.2695834230769,-5.54988151474358,19.0220398371794
RM-PMCm,3.12214450306748,1.65066212576687,20.1750798159509
RM-PMCdl,8.33282977601809,5.43166002714932,21.3449902647058
RM-PMCvl,23.5321813647798,3.89189600251572,6.98206187421383
RM-FEF,13.3903853816254,5.08407022614841,14.040540180212
RM-PFCdm,3.82141989615384,15.8898837846153,17.6537333423076
RM-PFCdl,7.8723803253275,14.6961703668122,19.0622390196506
RM-PFCcl,13.2444064105431,14.8838542939297,14.2044811214057
RM-PFCol,17.5442160564784,15.2480199401993,8.1754456744186
RM-PFCvl,20.259577699367,10.0218835664556,8.42726072151898
RM-PFCoi,12.0454180545722,8.01120014749262,0.23348349262537
RM-PFCom,4.60179008646616,14.7645564379699,2.59352804699248
RM-PFCpol,4.43756288454376,24.8124965549348,10.9045506759776
RM-PFCm,3.1539722480916,17.0658907137404,11.0292315305343
RM-CCs,1.89825957692307,9.05623302197802,3.31732062637362
RM-CCa,2.81618167984933,3.00811009227871,14.3587214180791
RM-CCp,4.3669282546875,-20.0269975390625,10.8990029234374
RM-CCr,4.5892989074074,-19.8327211975308,5.86730911728395
RM-Amyg,11.0067397130242,-2.60632541280353,-12.7325297086092
RM-HC,16.5688501204481,-11.028313140056,-9.85527692436975
RM-VACv,25.5698378432026,-25.3163192977481,-1.29624977564637
RM-VACd,15.7076779737408,-31.0365206289281,11.9816594416702
RM-G,19.0295841474358,5.72951717948717,3.4111845576923
